index,num_trials,num_successes,volume_quality,epsilon_quality,grasp_fnm
73,10,10,0.0,-1.0,grasp_0073.npy
74,10,0,0.02811264655118799,0.014287376743155444,grasp_0074.npy
75,10,0,0.0,-1.0,grasp_0075.npy
76,10,10,0.3019735500414927,0.054596420939514306,grasp_0076.npy
77,10,10,0.1134223787688529,0.05459996636760796,grasp_0077.npy
78,10,0,0.037264673938178554,-1.0,grasp_0078.npy
79,10,10,0.0,-1.0,grasp_0079.npy
80,10,10,0.0,-1.0,grasp_0080.npy
81,10,0,0.0,-1.0,grasp_0081.npy
82,10,10,0.06158167010353072,0.01834482977477292,grasp_0082.npy
83,10,10,0.030882837959248947,0.0002127794719966325,grasp_0083.npy
84,10,0,0.030676182924755612,-1.0,grasp_0084.npy
85,10,10,0.026247965456428626,0.012455072585956156,grasp_0085.npy
86,10,0,0.2843960582420012,0.050704284381313025,grasp_0086.npy
87,10,10,0.0,-1.0,grasp_0087.npy
88,10,0,0.0,-1.0,grasp_0088.npy
89,10,0,0.0,-1.0,grasp_0089.npy
90,10,0,0.02535727462374633,0.010552954945222584,grasp_0090.npy
91,10,10,0.059133305042786875,0.02071761308509304,grasp_0091.npy
92,10,0,0.0377133872458329,5.783926809721507e-11,grasp_0092.npy
93,10,0,0.06086917976451097,-1.0,grasp_0093.npy
94,10,10,0.0,-1.0,grasp_0094.npy
95,10,10,0.0,-1.0,grasp_0095.npy
96,10,0,0.034668084813218515,0.004361814560014239,grasp_0096.npy
97,10,10,0.0,-1.0,grasp_0097.npy
98,10,10,0.06175932983221257,0.02404660807966863,grasp_0098.npy
99,10,10,0.0,-1.0,grasp_0099.npy
100,10,8,0.6048179639409991,-1.0,grasp_0100.npy
101,10,10,0.02008729009327173,-1.0,grasp_0101.npy
102,10,0,0.04322621786271686,-1.0,grasp_0102.npy
103,10,10,0.0,-1.0,grasp_0103.npy
104,10,10,0.05843660404595922,0.026550246953643608,grasp_0104.npy
105,10,10,0.0,-1.0,grasp_0105.npy
106,10,10,0.024603268739583087,0.0012398769242995544,grasp_0106.npy
107,10,10,0.0,-1.0,grasp_0107.npy
108,10,10,0.0,-1.0,grasp_0108.npy
109,10,0,0.0,-1.0,grasp_0109.npy
110,10,0,0.0,-1.0,grasp_0110.npy
111,10,0,0.0,-1.0,grasp_0111.npy
112,10,10,0.11413658741020116,0.05528014396040451,grasp_0112.npy
113,10,10,0.0,-1.0,grasp_0113.npy
114,10,10,0.0,-1.0,grasp_0114.npy
115,10,10,0.0,-1.0,grasp_0115.npy
116,10,7,0.0,-1.0,grasp_0116.npy
117,10,10,0.09399580946322174,0.03010405359638313,grasp_0117.npy
118,10,10,0.0,-1.0,grasp_0118.npy
119,10,10,0.0,-1.0,grasp_0119.npy
120,10,10,0.0,-1.0,grasp_0120.npy
121,10,0,0.0,-1.0,grasp_0121.npy
122,10,10,0.0,-1.0,grasp_0122.npy
123,10,0,0.0,-1.0,grasp_0123.npy
124,10,10,0.0,-1.0,grasp_0124.npy
125,10,10,0.0,-1.0,grasp_0125.npy
126,10,10,0.0,-1.0,grasp_0126.npy
127,10,10,0.0,-1.0,grasp_0127.npy
128,10,0,0.08299563534578303,-1.0,grasp_0128.npy
129,10,0,0.0,-1.0,grasp_0129.npy
130,10,10,0.0,-1.0,grasp_0130.npy
131,10,10,0.08005781363664818,0.033115377889536945,grasp_0131.npy
132,10,0,0.0,-1.0,grasp_0132.npy
133,10,10,0.9623202599134374,0.17898383881735982,grasp_0133.npy
134,10,0,0.030374657307888204,-1.0,grasp_0134.npy
135,10,10,0.0,-1.0,grasp_0135.npy
136,10,10,0.0,-1.0,grasp_0136.npy
137,10,10,0.0,-1.0,grasp_0137.npy
138,10,0,0.0,-1.0,grasp_0138.npy
139,10,10,0.0,-1.0,grasp_0139.npy
140,10,10,0.0,-1.0,grasp_0140.npy
141,10,10,0.0,-1.0,grasp_0141.npy
142,10,10,0.08383926699355991,0.04789309722976148,grasp_0142.npy
143,10,8,0.052993617595303646,0.018071794607768685,grasp_0143.npy
144,10,10,0.0,-1.0,grasp_0144.npy
145,10,10,0.0,-1.0,grasp_0145.npy
146,10,4,0.10239874117623723,0.036927147766246525,grasp_0146.npy
147,10,10,0.0,-1.0,grasp_0147.npy
148,10,10,0.0,-1.0,grasp_0148.npy
149,10,10,0.0,-1.0,grasp_0149.npy
150,10,10,0.023340671946333106,0.010983108444471867,grasp_0150.npy
151,10,10,0.0,-1.0,grasp_0151.npy
152,10,10,0.0,-1.0,grasp_0152.npy
153,10,10,0.0,-1.0,grasp_0153.npy
154,10,3,0.0,-1.0,grasp_0154.npy
155,10,5,0.0,-1.0,grasp_0155.npy
156,10,10,0.0,-1.0,grasp_0156.npy
